name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"azilal,Morocco",2010-01-12,17.3,0.1,7.0,17.3,-3.1,5.9,-1.0,61.1,0.0,0,0.0,,,,,16.6,275.2,1024.9,66.8,20.2,125.6,10.8,5.0,,2010-01-12T07:27:34,2010-01-12T17:41:47,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-13,18.5,1.6,9.4,18.5,-0.8,8.5,6.7,83.8,0.0,0,0.0,,,,,21.6,310.0,1023.6,82.6,15.2,143.1,12.3,6.0,,2010-01-13T07:27:27,2010-01-13T17:42:39,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-14,16.9,1.9,10.1,16.9,1.1,9.0,8.7,91.5,2.3,100,66.67,rain,,,,34.2,314.7,1022.0,72.3,12.8,140.9,12.1,6.0,,2010-01-14T07:27:19,2010-01-14T17:43:32,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-15,20.2,3.1,10.4,20.2,3.1,10.3,-2.1,48.1,0.0,0,0.0,,,,,13.7,31.3,1024.3,54.0,19.9,147.3,12.6,7.0,,2010-01-15T07:27:08,2010-01-15T17:44:26,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-16,23.2,6.0,11.9,23.2,5.5,11.7,-0.3,48.0,0.0,0,0.0,,,,,10.1,130.9,1025.0,40.1,20.2,183.6,15.9,7.0,,2010-01-16T07:26:57,2010-01-16T17:45:20,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-17,23.1,5.1,12.0,23.1,2.6,11.4,2.0,54.2,0.0,0,0.0,,,,,12.2,147.8,1025.6,16.0,21.0,181.9,15.8,7.0,,2010-01-17T07:26:43,2010-01-17T17:46:14,0.07,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-18,26.1,7.7,13.0,26.1,7.2,12.9,1.9,50.9,0.0,0,0.0,,,,,9.4,26.1,1024.5,55.4,20.1,143.5,12.5,5.0,,2010-01-18T07:26:28,2010-01-18T17:47:09,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-19,21.4,3.1,11.3,21.4,1.5,10.8,0.7,52.9,0.0,0,0.0,,,,,14.8,347.3,1023.6,49.4,15.0,141.9,12.2,6.0,,2010-01-19T07:26:11,2010-01-19T17:48:04,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-20,19.6,2.3,9.7,19.6,-0.4,9.0,0.5,56.5,0.0,0,0.0,,,,,9.7,55.8,1023.8,35.3,17.1,168.3,14.5,6.0,,2010-01-20T07:25:52,2010-01-20T17:48:59,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-21,21.1,4.9,10.2,21.1,3.5,9.8,0.9,56.7,0.0,0,0.0,,,,,12.2,156.7,1022.4,40.1,16.9,172.9,14.9,7.0,,2010-01-21T07:25:31,2010-01-21T17:49:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-22,19.6,3.7,10.0,19.6,1.2,9.4,1.7,60.0,0.0,0,0.0,,,,,14.4,191.3,1019.0,61.7,18.6,153.4,13.2,6.0,,2010-01-22T07:25:09,2010-01-22T17:50:50,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-23,15.5,0.7,6.9,15.5,-4.7,4.6,3.8,81.3,2.7,100,50.0,"rain,snow",,,,32.4,299.2,1018.7,59.0,15.0,162.9,14.1,6.0,,2010-01-23T07:24:45,2010-01-23T17:51:46,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-24,11.4,1.7,5.9,11.4,-3.0,2.6,4.3,90.2,7.7,100,100.0,"rain,snow",,,,31.3,326.1,1021.3,69.5,12.6,158.2,13.7,6.0,,2010-01-24T07:24:20,2010-01-24T17:52:41,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-25,10.9,0.7,3.8,10.9,-3.0,0.8,2.0,89.0,4.0,100,100.0,"rain,snow",,,,17.6,332.4,1020.8,65.2,10.9,129.0,11.1,5.0,,2010-01-25T07:23:52,2010-01-25T17:53:37,0.34,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-26,8.8,-1.3,2.0,8.1,-4.7,-1.0,-0.7,84.9,4.0,100,91.67,"rain,snow",,,,18.4,314.5,1014.0,48.1,10.0,169.1,14.5,7.0,,2010-01-26T07:23:24,2010-01-26T17:54:33,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-27,9.2,-3.1,1.7,9.0,-5.4,-0.6,0.0,88.9,8.3,100,75.0,"rain,snow",,,,23.4,336.0,1013.2,61.3,13.3,132.2,11.4,5.0,,2010-01-27T07:22:53,2010-01-27T17:55:29,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-28,15.6,-4.8,3.5,15.6,-8.9,2.4,-1.4,73.2,0.0,0,0.0,,,,,12.2,134.6,1014.0,13.8,23.3,170.5,14.9,7.0,,2010-01-28T07:22:21,2010-01-28T17:56:25,0.44,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-29,14.8,-2.2,4.1,14.8,-4.3,2.8,-0.6,73.9,0.0,0,0.0,,,,,16.2,331.7,1017.3,5.6,22.8,200.4,17.3,7.0,,2010-01-29T07:21:48,2010-01-29T17:57:20,0.47,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-30,15.7,-3.6,4.8,15.7,-5.7,3.9,-1.1,69.7,0.0,0,0.0,,,,,8.6,22.2,1015.9,12.5,20.8,204.0,17.6,8.0,,2010-01-30T07:21:12,2010-01-30T17:58:16,0.5,Clear,Clear conditions throughout the day.,clear-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-01-31,16.3,1.9,7.5,16.3,0.2,7.0,0.8,65.8,0.0,0,0.0,,,,,24.5,282.7,1014.3,54.6,18.6,171.1,14.7,7.0,,2010-01-31T07:20:36,2010-01-31T17:59:11,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-01,18.3,4.9,9.3,18.3,2.6,8.5,7.5,89.4,6.8,100,79.17,rain,,,,21.6,268.6,1015.0,79.6,19.2,90.3,7.8,4.0,,2010-02-01T07:19:57,2010-02-01T18:00:07,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-02,18.2,4.2,10.2,18.2,1.6,9.1,7.6,85.5,7.7,100,54.17,rain,,,,24.8,187.5,1017.7,74.6,18.7,122.6,10.5,5.0,,2010-02-02T07:19:18,2010-02-02T18:01:02,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-03,21.9,5.8,11.9,21.9,3.4,10.5,8.6,81.5,10.0,100,100.0,rain,,,,40.0,183.4,1013.8,72.1,14.5,130.5,11.2,5.0,,2010-02-03T07:18:37,2010-02-03T18:01:57,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-04,18.9,3.9,10.6,18.9,3.2,10.0,8.2,86.3,4.1,100,66.67,rain,,,,18.7,287.6,1019.4,58.2,9.9,188.8,16.3,7.0,,2010-02-04T07:17:54,2010-02-04T18:02:52,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-05,20.9,1.2,10.1,20.9,-0.4,9.6,3.9,70.7,0.0,0,0.0,,,,,12.2,9.5,1024.0,28.1,13.4,209.1,18.0,8.0,,2010-02-05T07:17:10,2010-02-05T18:03:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-06,23.4,4.0,11.2,23.4,1.6,10.7,1.8,56.1,0.0,0,0.0,,,,,13.0,131.8,1022.2,25.0,22.5,135.9,11.6,6.0,,2010-02-06T07:16:25,2010-02-06T18:04:41,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-07,23.9,5.8,11.9,23.9,4.6,11.9,0.9,51.6,0.0,0,0.0,,,,,20.9,312.0,1017.4,33.7,20.3,217.0,18.8,8.0,,2010-02-07T07:15:38,2010-02-07T18:05:35,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-08,18.4,5.2,9.7,18.4,0.6,8.4,4.5,72.9,1.4,100,37.5,rain,,,,32.4,309.2,1013.4,61.3,14.1,174.4,15.1,7.0,,2010-02-08T07:14:50,2010-02-08T18:06:29,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-09,14.7,2.0,7.2,14.7,-1.8,4.1,5.3,88.8,2.1,100,50.0,rain,,,,36.4,320.0,1012.9,61.3,10.3,181.4,15.7,7.0,,2010-02-09T07:14:01,2010-02-09T18:07:22,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-10,14.8,-1.4,7.1,14.8,-1.5,6.3,1.8,73.4,0.1,100,4.17,rain,,,,20.9,326.6,1015.0,63.1,14.6,161.6,13.9,6.0,,2010-02-10T07:13:10,2010-02-10T18:08:15,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-11,15.7,3.4,8.8,15.7,0.8,7.2,6.4,86.3,2.6,100,75.0,rain,,,,26.6,329.7,1013.7,81.3,11.9,186.1,16.1,8.0,,2010-02-11T07:12:18,2010-02-11T18:09:08,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-12,15.3,1.5,9.3,15.3,1.5,8.9,6.1,83.3,0.7,100,20.83,rain,,,,19.4,303.2,1011.8,89.8,7.7,152.9,13.2,7.0,,2010-02-12T07:11:25,2010-02-12T18:10:00,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-13,14.2,1.9,7.7,14.2,-0.9,5.5,6.1,89.7,8.7,100,79.17,"rain,snow",,,,25.9,299.3,1008.8,83.5,13.2,125.2,10.7,6.0,,2010-02-13T07:10:31,2010-02-13T18:10:53,0.98,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-14,15.7,-0.7,8.2,15.7,-1.0,7.7,4.1,79.5,8.0,100,45.83,rain,,,,21.6,216.5,1005.8,90.4,15.4,129.0,11.3,7.0,,2010-02-14T07:09:35,2010-02-14T18:11:44,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-15,18.6,0.1,7.1,18.6,-3.4,4.9,3.7,81.4,3.1,100,62.5,rain,,,,30.2,252.9,998.9,59.7,10.2,163.1,14.1,6.0,,2010-02-15T07:08:39,2010-02-15T18:12:36,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-16,15.6,-0.3,7.5,15.6,-4.2,5.2,4.5,82.7,6.5,100,66.67,"rain,snow",,,,42.8,259.8,1000.3,60.7,11.7,134.4,11.7,6.0,,2010-02-16T07:07:41,2010-02-16T18:13:27,0.08,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-17,17.7,-0.8,8.3,17.7,-4.5,6.7,5.0,81.7,1.4,100,45.83,"rain,snow",,,,28.1,253.3,1004.9,49.6,12.1,211.1,18.2,8.0,,2010-02-17T07:06:42,2010-02-17T18:14:18,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-18,18.2,5.1,9.1,18.2,-0.7,5.8,6.0,81.9,9.9,100,95.83,rain,,,,48.6,206.2,996.7,76.1,12.1,128.1,11.1,6.0,,2010-02-18T07:05:42,2010-02-18T18:15:08,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-19,12.3,1.3,5.0,12.3,-5.1,1.1,3.1,88.2,10.3,100,100.0,"rain,snow",,,,41.8,294.9,1013.0,66.4,10.2,184.2,15.8,7.0,,2010-02-19T07:04:41,2010-02-19T18:15:58,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-20,14.2,-2.6,5.8,14.2,-3.6,4.4,0.6,74.3,1.6,100,41.67,"rain,snow",,,,16.6,228.6,1015.6,78.1,17.5,184.7,15.9,8.0,,2010-02-20T07:03:40,2010-02-20T18:16:47,0.22,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-21,14.0,3.9,8.7,14.0,0.2,7.3,6.6,87.0,3.2,100,70.83,rain,,,,33.1,232.7,1010.6,95.7,8.6,137.9,11.9,7.0,,2010-02-21T07:02:37,2010-02-21T18:17:37,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote"
"azilal,Morocco",2010-02-22,19.7,3.7,9.5,19.7,2.8,8.6,6.0,80.6,0.5,100,20.83,rain,,,,27.0,281.7,1012.7,80.3,19.0,208.2,17.9,8.0,,2010-02-22T07:01:33,2010-02-22T18:18:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60190099999,remote"
"azilal,Morocco",2010-02-23,20.5,2.4,10.2,20.5,1.7,9.2,7.3,83.6,1.0,100,41.67,rain,,,,24.5,304.1,1018.1,66.1,17.8,200.5,17.2,8.0,,2010-02-23T07:00:29,2010-02-23T18:19:14,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-24,21.5,0.2,11.0,21.5,-1.4,10.4,2.6,63.1,0.0,0,0.0,,,,,10.1,341.0,1021.2,68.4,16.1,219.4,19.0,8.0,,2010-02-24T06:59:23,2010-02-24T18:20:02,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-25,23.3,7.4,12.8,23.3,6.7,12.7,3.8,57.4,0.0,0,0.0,,,,,19.1,289.6,1017.5,34.2,22.0,243.5,20.7,8.0,,2010-02-25T06:58:17,2010-02-25T18:20:50,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-26,25.7,7.1,14.1,25.7,5.7,13.5,5.0,60.0,0.0,0,0.0,,,,,24.1,191.5,1013.6,80.0,24.7,222.7,19.2,8.0,,2010-02-26T06:57:10,2010-02-26T18:21:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-27,30.8,8.2,14.9,29.3,4.4,14.1,5.9,59.2,0.2,100,8.33,rain,,,,42.8,193.8,1007.0,89.6,19.9,221.4,19.3,8.0,,2010-02-27T06:56:02,2010-02-27T18:22:24,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-02-28,17.6,3.6,10.9,17.6,0.1,9.8,8.4,85.4,6.9,100,100.0,rain,,,,30.2,273.8,1013.0,86.4,10.6,139.0,11.9,6.0,,2010-02-28T06:54:54,2010-02-28T18:23:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-01,20.4,0.4,10.5,20.4,-2.3,9.2,3.2,67.5,0.7,100,20.83,rain,,,,27.7,171.9,1016.2,48.7,17.8,263.1,22.8,9.0,,2010-03-01T06:53:44,2010-03-01T18:23:57,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-02,18.2,3.2,10.5,18.2,-0.3,8.9,7.4,82.4,17.1,100,83.33,rain,,,,39.6,191.2,1010.2,68.2,12.5,154.1,13.3,7.0,,2010-03-02T06:52:34,2010-03-02T18:24:43,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-03,12.2,0.2,6.1,12.2,-2.7,3.4,2.8,80.8,1.0,100,37.5,"rain,snow",,,,31.0,298.6,1014.8,57.5,11.5,218.9,18.7,8.0,,2010-03-03T06:51:24,2010-03-03T18:25:29,0.59,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-04,18.3,-2.0,8.2,18.3,-2.8,7.6,0.4,65.6,0.0,0,0.0,,,,,11.5,316.5,1019.4,25.6,17.0,265.6,22.9,9.0,,2010-03-04T06:50:13,2010-03-04T18:26:14,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-05,21.3,4.7,10.6,21.3,2.0,9.9,4.0,66.8,0.2,100,8.33,rain,,,,22.0,210.2,1012.4,86.6,21.1,156.3,13.6,8.0,,2010-03-05T06:49:01,2010-03-05T18:26:59,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-06,16.0,3.1,8.7,16.0,0.1,6.7,5.2,79.5,16.2,100,66.67,rain,,,,34.6,295.6,1009.9,57.2,15.6,210.4,18.1,7.0,,2010-03-06T06:47:49,2010-03-06T18:27:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-07,17.5,2.4,8.3,17.5,-2.2,6.0,5.4,83.8,1.2,100,37.5,rain,,,,29.2,318.9,1016.3,77.1,15.9,237.5,20.4,8.0,,2010-03-07T06:46:36,2010-03-07T18:28:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-08,18.7,2.6,10.0,18.7,-0.8,8.5,7.3,84.8,1.7,100,33.33,rain,,,,34.9,310.0,1016.1,91.9,17.8,236.6,20.3,9.0,,2010-03-08T06:45:22,2010-03-08T18:29:12,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-09,17.7,2.7,9.5,17.7,-2.6,6.6,6.6,83.6,7.5,100,79.17,rain,,,,45.4,305.7,1013.4,54.7,13.9,260.0,22.5,9.0,,2010-03-09T06:44:09,2010-03-09T18:29:56,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-10,17.5,1.7,8.5,17.5,-2.4,6.7,4.1,77.2,0.8,100,33.33,"rain,snow",,,,23.8,315.2,1014.9,75.9,13.9,259.5,22.3,9.0,,2010-03-10T06:42:54,2010-03-10T18:30:39,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-11,18.3,1.8,10.1,18.3,1.8,9.7,7.6,85.6,1.5,100,54.17,rain,,,,28.4,291.4,1013.4,76.4,11.1,203.1,17.7,6.0,,2010-03-11T06:41:40,2010-03-11T18:31:23,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-12,16.4,3.8,9.8,16.4,-0.1,8.2,6.6,82.3,0.0,0,0.0,,,,,28.1,327.4,1017.4,69.3,10.5,271.4,23.4,9.0,,2010-03-12T06:40:25,2010-03-12T18:32:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-13,16.1,0.2,7.5,16.1,-2.9,5.8,2.6,74.3,0.0,0,0.0,,,,,23.8,354.0,1022.8,36.1,15.8,282.9,24.3,9.0,,2010-03-13T06:39:10,2010-03-13T18:32:48,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-14,18.8,1.1,8.6,18.8,-0.7,7.8,-0.6,56.5,0.0,0,0.0,,,,,21.2,358.2,1021.2,46.8,21.0,280.2,24.1,9.0,,2010-03-14T06:37:54,2010-03-14T18:33:31,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-15,19.9,2.6,10.0,19.9,2.6,9.5,1.8,59.9,0.0,0,0.0,,,,,21.2,236.2,1017.1,45.3,18.0,239.8,20.6,8.0,,2010-03-15T06:36:38,2010-03-15T18:34:13,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
"azilal,Morocco",2010-03-16,23.6,2.5,10.5,23.6,-0.7,9.2,3.9,66.6,0.0,0,0.0,,,,,20.5,195.1,1018.9,54.2,15.8,193.2,16.6,7.0,,2010-03-16T06:35:22,2010-03-16T18:34:56,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60190099999,remote,60191099999"
